name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,state,adj_latitude,adj_longitude,avg_air_temperature,avg_alpha,avg_aod,avg_asymmetry,avg_cld_opd_dcomp,avg_cld_reff_dcomp,avg_clearsky_dhi,avg_clearsky_dni,avg_clearsky_ghi,avg_cloud_press_acha,avg_cloud_type,avg_dew_point,avg_dhi,avg_dni,avg_ghi,avg_ozone,avg_relative_humidity,avg_solar_zenith_angle,avg_ssa,avg_surface_albedo,avg_surface_pressure,avg_total_precipitable_water,avg_wind_direction,avg_wind_speed,std_air_temperature,std_alpha,std_aod,std_asymmetry,std_cld_opd_dcomp,std_cld_reff_dcomp,std_clearsky_dhi,std_clearsky_dni,std_clearsky_ghi,std_cloud_press_acha,std_cloud_type,std_dew_point,std_dhi,std_dni,std_ghi,std_ozone,std_relative_humidity,std_solar_zenith_angle,std_ssa,std_surface_albedo,std_surface_pressure,std_total_precipitable_water,std_wind_direction,std_wind_speed,wind_u5,wind_5_10,wind_10_15,wind_15_20,wind_20_25,wind_o25,temp_u0,temp_0_10,temp_10_20,temp_20_30,temp_30_40,temp_o40,wind_power_density
Nevada Solar One,USA0056405,75.7,35.7998,-114.9817,Solar,Gas,,,2007,Acciona Solar Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,52768,2019,115.104,118.804,107.792,119.131,120.603,112.951,112.548,134.22,140.57,143.57,127.05,213.26,Nevada,35.81,-114.98,19.8915182648402,1.06673401826484,0.097168607305936,0.625541095890411,1.55733105022831,2.3817100456621,44.6074200913242,365.983904109589,256.702397260274,61.7291095890411,1.73675799086758,-0.446164383561644,53.1375570776256,311.595776255708,235.47796803653,0.297161301369863,34.0670833333333,89.7104292237443,0.916204337899543,0.208383561643836,942.911187214612,1.385399543379,193.912899543379,2.56754566210046,10.6759473385808,0.251815884637963,0.056849494147428,0.008602293454673,8.16984151268925,8.71486831626318,53.0289088446363,401.096329302814,332.47793677437,169.762056880461,2.82165800070427,7.17550748466447,74.9970785151859,383.322879395432,318.620131704477,0.032072358760777,20.3607306398715,38.2089438646781,0.022096442396249,0.014424703066184,5.53101367645675,0.959998014267244,108.221079816766,1.81386099057245,0.88013698630137,0.118721461187215,0.001141552511416,0,0,0,0.000684931506849,0.199543378995434,0.303995433789954,0.288698630136986,0.178767123287671,0.028310502283105,27.9223818978674
SunE Alamosa,USA0056481,8.2,37.6903,-105.8805,Solar,,,,2008,SunE Alamosa1 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30838,2019,16.907,16.601,2.638,2.636,34.876,15.939,15.517,13.56,13.08,12.42,11.8,7.09,Colorado,37.69,-105.9,7.37545662100457,1.25150570776256,0.075418675799087,0.615438356164384,2.58562785388128,3.87782305936073,37.3038812785388,401.021347031963,261.331735159817,88.7429223744292,3.29109589041096,-3.65239726027397,59.2802511415525,293.345890410959,224.177397260274,0.300781849315068,57.8656872146119,89.7306461187215,0.929293378995434,0.26558904109589,768.16095890411,0.905399543378995,228.21404109589,2.07246575342466,10.350082848661,0.287585174938024,0.045899263860154,0.009091849380169,10.7422515451263,10.1846245696119,43.3154104154194,430.509652972259,337.870120404699,177.88111026904,3.10787234109156,7.2418947738312,96.4545489904001,388.231777432278,309.851696431299,0.031651476975863,23.5252582079662,37.2834196082864,0.027473785795445,0.226807493994262,6.88683019470723,0.610044781049421,75.3405007851381,1.37176014066978,0.94703196347032,0.05296803652968,0,0,0,0,0.225456621004566,0.353995433789954,0.275799086757991,0.137328767123288,0.007420091324201,0,11.3596450940944
Nellis Air Force Base Solar Array,USA0056568,14,36.2603,-115.0544,Solar,,,,2007.278571,Solar Star NAFB LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,55402,2019,31.758,31.202,30.428,19.725,28.213,26.91,26.474,25.24,25.19,25.92,19.59,33.07,Nevada,36.25,-115.06,19.731198630137,1.05733219178082,0.104678892694064,0.626308219178082,1.24104794520548,2.43747146118721,47.2118721461187,359.685273972603,255.045433789954,59.7618721461187,1.88687214611872,-0.405627853881278,55.5944063926941,307.817694063927,235.839840182648,0.297100570776256,36.9523732876712,89.7132431506849,0.918819634703196,0.269671232876712,943.59098173516,1.44117579908676,197.887442922374,2.35585616438356,10.9572735137681,0.260977297714942,0.063844021459892,0.008124374287246,6.7457289123819,9.00626613353921,57.0654122439965,395.535872750449,330.959221976922,165.890677976243,2.94858704450044,6.97309762396737,77.3100514517326,377.08992633164,318.800961777268,0.030600714016251,21.8158020865677,37.9950377277917,0.021565433568114,0.035289819555127,5.65707105466023,1.00098569509696,108.220906020297,1.64831862508849,0.906050228310502,0.093493150684932,0.000456621004566,0,0,0,0.002283105022831,0.20810502283105,0.301940639269406,0.277054794520548,0.175570776255708,0.035045662100457,21.3526813622361
Lanai Solar-Electric Plant,USA0056667,1.2,20.7667,-156.9233,Solar,,,,2009,Lanai Sustainability Research LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,1.752,1.767,2.017,2.345,2.051,1.342,1.466,2.31,2.2,2.35,2.11,2.24,Hawaii,20.77,-156.94,23.7664383561644,0.574447488584475,0.088819817351598,0.676253424657534,2.58579794520548,2.54805251141553,44.9452054794521,365.332648401826,285.009360730594,162.309360730594,1.78310502283105,19.434703196347,80.9167808219178,227.018378995434,221.551940639269,0.272097374429224,76.173696347032,89.7668881278539,0.951924657534247,0.151506849315069,991.623287671233,2.89865296803653,100.418493150685,5.11303652968037,1.57839772221317,0.214814862904649,0.041730209866376,0.010946306257903,8.03854526230087,6.43438830612164,51.0233446645441,398.911992712071,361.603890544155,325.028989510114,2.19817014870752,1.58865305186926,123.005922163747,332.539895989593,299.473291886458,0.016921076329732,6.2812737008552,44.5589461365022,0.020958619465641,0.013103511280623,3.69988351839154,0.656973838033946,67.5677351706091,2.08403233647837,0.435958904109589,0.563013698630137,0.001027397260274,0,0,0,0,0,0.000799086757991,0.999200913242009,0,0,114.465274535474
CalRenew-1,USA0056768,5,36.7575,-120.3658,Solar,,,,2010,CalRenew-1 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57850,2019,10.786,10.42,10.185,9.358,9.825,9.855,8.964,10.75,9.75,8.5,8.58,9.78,California,36.77,-120.38,17.9087442922374,1.07197945205479,0.099877865296804,0.638623287671233,1.71793835616438,2.80209132420091,43.2421232876712,356.428196347032,249.775,86.2260273972603,2.05810502283105,5.7022602739726,55.0021689497717,280.801369863014,223.514497716895,0.304102625570776,57.5806940639269,89.7184372146119,0.921092465753424,0.160739726027397,1001.86586757991,1.64191780821918,263.435730593607,2.35426940639269,8.91528822734423,0.225699945350473,0.050777231934066,0.007894834226002,7.58658049927628,8.18002404992878,49.9803927954233,390.75091957103,325.617592252219,214.280830346724,2.80840682958809,4.2801119033105,77.924419650993,364.109535614029,310.608725175442,0.033003038360908,27.5441194790184,37.7385361260738,0.02025534796831,0.020319386381942,5.44393796333821,0.70461847094122,68.7248898239608,1.28745618022699,0.967922374429224,0.032077625570776,0,0,0,0,0,0.187328767123288,0.43675799086758,0.248059360730594,0.113812785388128,0.014041095890411,15.3492122860936
Solana Generating Station,USA0056812,280,32.9223,-112.9559,Solar,,,,2013,Arizona Solar One LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58069,2019,89.248,603.567,718.843,643.67,723.966,776.013,791.642,,558.16,634.4,656.81,673.74,Arizona,32.93,-112.94,22.9322602739726,0.995318493150685,0.102767773972603,0.619235159817352,0.992292237442922,3.44163470319635,46.8925799086758,360.478082191781,262.588584474886,69.8981735159817,2.17397260273973,2.80278538812785,56.3594748858448,311.329680365297,245.415296803653,0.292475799086758,33.6187739726027,89.7466803652968,0.915186073059361,0.229287671232877,982.199885844749,1.67329908675799,190.367922374429,2.43680365296804,10.0160119710593,0.252802626506343,0.052912801893089,0.012064682839032,5.78031167070494,11.8535401971081,55.2913990001133,396.917418028261,338.412757158452,195.456694794635,2.76802654908119,8.35144788281229,77.6941000016521,378.096696138027,326.833569761561,0.03165878453226,20.2785886098681,39.5870194482658,0.029143591722031,0.014450178414839,5.4737126036479,1.13199044078813,93.139023835234,1.44227728123561,0.925456621004566,0.074543378995434,0,0,0,0,0.00148401826484,0.092579908675799,0.299086757990868,0.335958904109589,0.215068493150685,0.055821917808219,18.6232441930855
CSU Fresno Solar Project,USA0056813,1,36.8098,-119.7417,Solar,,,,2008,MMA Fresno Power LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61069,2019,1.564,1.453,1.466,1.445,1.452,1.294,1.485,1.61,1.75,1.7,1.62,1.24,California,36.81,-119.74,17.6822602739726,1.0538801369863,0.103651872146119,0.636680365296804,1.65429794520548,2.581149543379,43.5401826484018,355.786872146119,249.681164383562,78.0100456621005,1.76324200913242,4.10229452054795,53.8715753424657,288.847374429224,225.196347031963,0.304075114155251,52.3030936073059,89.7375308219178,0.91979794520548,0.147397260273973,990.162899543379,1.53978310502283,241.077397260274,1.88148401826484,9.07773835842094,0.218432777592837,0.049630435372023,0.007765579588838,7.69117238661539,8.26601418973756,50.2701399424117,390.623331205976,325.455861973184,206.44089315065,2.76096741877739,4.56782828458542,76.326384393576,367.482935791758,310.969965492989,0.036577066596244,24.7987837605067,37.7182890001892,0.019895682177141,0.006789879104029,5.00922143203964,0.714221611290357,94.0288571297898,1.18840750988957,0.976826484018265,0.023173515981735,0,0,0,0,0.000228310502283,0.2087899543379,0.399657534246575,0.268150684931507,0.114383561643836,0.0087899543379,9.62732542133652
ELACC Photovoltaic Power Facility,USA0056814,1,34.0403,-118.1481,Solar,,,,2008,MMA LA Power LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,1.674,1.432,1.426,0.521,,,,1.58,1.34,1.25,0.88,0.99,California,34.05,-118.14,16.8996575342466,1.18370433789954,0.113325570776256,0.633095890410959,2.60814155251142,1.75902054794521,45.6110730593607,362.06598173516,259.552397260274,94.7860730593607,1.56084474885845,6.86038812785388,54.79600456621,282.25102739726,223.866095890411,0.291478424657534,60.3012374429224,89.6856244292237,0.917987442922374,0.136493150684932,972.691780821918,1.469600456621,174.024200913242,1.94512557077626,6.72763332168362,0.272776710965415,0.071584590916186,0.0103557687586,10.2754475340797,6.08644743833947,54.1283228449613,396.855315908874,334.98129129754,238.410644715799,2.5002641355638,4.96924622740058,77.803437831335,373.858688628299,313.257604019571,0.029406763740383,24.1740283830241,39.0549002318724,0.025057510605677,0.006261697628956,4.76296366310626,0.789775891684818,97.8575978653569,1.24430721321263,0.977853881278539,0.022146118721461,0,0,0,0,0,0.133333333333333,0.531164383561644,0.288698630136986,0.046803652968037,0,10.638333820148
Denver Int Airport,USA0056815,1.9,39.8368,-104.6971,Solar,,,,2008,MMA DAS Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,1.469,2.687,3.027,3.205,2.812,2.539,2.092,2.82,2.67,3.33,3.1,1.44,Colorado,39.85,-104.7,10.1317922374429,1.27345890410959,0.092351210045662,0.616700913242009,3.11748059360731,5.29035388127854,40.873401826484,376.850228310502,248.636757990868,106.326598173516,3.18869863013699,-1.28343607305936,59.9308219178082,259.011757990868,205.687442922374,0.308650114155251,51.4723047945205,89.7141769406393,0.924568493150685,0.276767123287671,824.378881278539,1.11222602739726,202.780365296804,2.30544520547945,10.906102434136,0.248935036547122,0.057783275245344,0.007396596100179,11.6729312311442,13.2194118710794,48.8760156822907,411.218742340934,324.215411255272,201.082462412308,3.14009061695553,7.42816839348614,92.7754642505461,363.233731340043,292.789289526611,0.032570160657936,21.2965262440764,36.2026728437957,0.02860127584429,0.231257344677022,6.53168858918487,0.708326263123384,102.245527429412,1.38482604712199,0.953082191780822,0.046917808219178,0,0,0,0,0.173972602739726,0.341552511415525,0.27134703196347,0.158333333333333,0.054794520547945,0,14.5856848160467
Bolthouse S&P and Rowen Farms Solar,USA0056862,1.2,34.5644,-117.6933,Solar,,,,2008,MMA WBF Power LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61063,2019,4.053,4.089,2.259,3.778,3.27,1.886,3.325,1.96,2.07,2.26,2.67,2.26,California,34.57,-117.7,16.227203196347,1.17351940639269,0.085369942922375,0.630545662100457,0.985708904109589,1.65900114155251,41.4364155251142,383.672146118721,265.050342465753,56.6649543378995,1.3796803652968,0.716449771689498,50.3054794520548,336.385502283105,248.799086757991,0.294736187214612,45.7921461187215,89.7182922374429,0.913827625570776,0.240356164383562,919.524771689498,1.19151826484018,188.874086757991,2.09842465753425,9.66054967544656,0.280484251159501,0.052813823316723,0.009559903272995,6.29054648406887,7.25549024019531,48.3057100052883,415.396125024474,341.766376384922,171.893389640028,2.59176741728926,6.28865888298641,69.8767690057857,397.851467367685,331.304093436729,0.028079305759699,26.9361624726006,38.8078245362225,0.022286428581724,0.059459983058256,4.42260466529622,0.701213869813559,95.2688122565715,1.28213747848267,0.965068493150685,0.034931506849315,0,0,0,0,0.006735159817352,0.278995433789954,0.357191780821918,0.24189497716895,0.112442922374429,0.002739726027397,11.829263928326
